job_position_name,matched_score,predicted_score
Asst. Manager/ Manger (Administrative),0.85,0.7788471723783252
"Full Stack Developer (Python,React js)",0.85,0.7788323130098954
Senior Software Engineer,0.75,0.7788248674228583
"Full Stack Developer (Python,React js)",0.65,0.7788185284084276
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.816666667,0.7788118827245349
AI Engineer,0.85,0.7787887428897704
Executive/ Sr. Executive -IT,0.85,0.778779860059349
Senior iOS Engineer,0.85,0.7787616688074874
Senior iOS Engineer,0.85,0.778668912802049
Database Administrator (DBA),0.716666667,0.778537579362327
Senior Software Engineer,0.76,0.7785123396021022
Asst. Manager/ Manger (Administrative),0.783333333,0.7785077083804843
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.85,0.7784997729624895
Senior iOS Engineer,0.85,0.7784963359957365
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.75,0.7784168521830419
"Full Stack Developer (Python,React js)",0.716666667,0.778405182885156
Database Administrator (DBA),0.726666667,0.7783721255821515
Asst. Manager/ Manger (Administrative),0.743333333,0.7783569517424239
"Manager- Human Resource Management (HRM)
",0.816666667,0.7783504029563608
Network Support Engineer,0.816666667,0.7783478635095428
Sr.Officer / Executive - Internal Audit,0.783333333,0.7783379274275597
Network Support Engineer,0.826666667,0.7782803922134206
Network Support Engineer,0.78,0.7782693727511084
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.7782690515938586
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7782614113206593
Senior iOS Engineer,0.85,0.7781810213311744
Management Trainee - Mechanical,0.85,0.7781278381239235
Machine Learning (ML) Engineer,0.803333333,0.7780966390782134
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.826666,0.7780807198184134
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.78,0.7780466025210069
AI Engineer,0.783333333,0.7780151915052037
Management Trainee - Mechanical,0.85,0.7780073377433433
"Manager- Human Resource Management (HRM)
",0.736666667,0.777991791702235
Network Support Engineer,0.65,0.7779801429339482
Mechanical Engineer,0.716666667,0.7779575650943991
Network Support Engineer,0.716666667,0.777939418099445
Data Science Engineer,0.826666667,0.7779259404408246
Network Support Engineer,0.85,0.7779017675031837
AI Engineer,0.783333333,0.7778219169360925
Executive - VAT,0.826666667,0.777792326747679
"Full Stack Developer (Python,React js)",0.883333333,0.777774569400349
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7777586390423507
Asst. Manager/ Manger (Administrative),0.816666667,0.7777528182002041
"Manager- Human Resource Management (HRM)
",0.726666667,0.7776942749450917
Management Trainee - Mechanical,0.516666667,0.7776734695805633
AI Engineer,0.75,0.7776672455958821
AI Engineer,0.816666667,0.7775979471585335
DevOps Engineer,0.793333333,0.7775867383561624
AI Engineer,0.783333333,0.7775807551909456
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7775588292256189
Senior iOS Engineer,0.783333333,0.7775407770662945
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.736666667,0.7775141039920513
Network Support Engineer,0.76,0.7774900022372735
Senior Software Engineer,0.816666667,0.7774885501426342
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7774530007416015
AI Engineer,0.85,0.7773666124334814
Data Science Engineer,0.85,0.7773460312996967
Senior iOS Engineer,0.816666667,0.7773449390767778
"Manager- Human Resource Management (HRM)
",0.75,0.7773295021855195
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.926666667,0.7772888821343419
Machine Learning (ML) Engineer,0.75,0.7772774778728785
"Manager- Human Resource Management (HRM)
",0.85,0.7772739502879906
Asst. Manager/ Manger (Administrative),0.783333333,0.7772552591404156
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.793333333,0.7772444955904674
Database Administrator (DBA),0.85,0.7772420605796108
Database Administrator (DBA),0.783333333,0.7772305386416375
Management Trainee - Mechanical,0.85,0.7772221785662656
Network Support Engineer,0.816666667,0.7771373462125006
Mechanical Engineer,0.85,0.7769940549035519
Asst. Manager/ Manger (Administrative),0.75,0.7769897759028123
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.793333333,0.7769552728963308
Asst. Manager/ Manger (Administrative),0.773333333,0.7768818486886675
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.76,0.7768262417473911
Management Trainee - Mechanical,0.816666667,0.7768244073172174
Senior Software Engineer,0.793333333,0.7768234766707242
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.816666667,0.7768201524515551
Mechanical Engineer,0.85,0.7767906776678131
Data Science Engineer,0.85,0.7767080223137075
Data Science Engineer,0.85,0.7766813095094525
Asst. Manager/ Manger (Administrative),0.783333333,0.776668589131657
AI Engineer,0.726666667,0.7766498978096589
Management Trainee - Mechanical,0.793333333,0.7766075879320146
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7766074721090288
Database Administrator (DBA),0.75,0.7765608134459205
Project Coordinator (Civil),0.85,0.7765566112393878
Intern (Generative AI Engineering - 2D/3D Image Generation),0.803333333,0.7764748373148836
Database Administrator (DBA),0.85,0.7764255025639195
AI Engineer,0.783333333,0.7764153966469785
Database Administrator (DBA),0.783333333,0.7764129592093162
Database Administrator (DBA),0.71,0.7763916350841459
"Full Stack Developer (Python,React js)",0.85,0.7763856152939866
Data Engineer,0.85,0.7763317146224792
Intern (Generative AI Engineering - 2D/3D Image Generation),0.75,0.776296055763903
"Manager- Human Resource Management (HRM)
",0.75,0.7762591235243965
"Full Stack Developer (Python,React js)",0.85,0.7762566587159867
AI Engineer,0.716666667,0.7762503585801606
Network Support Engineer,0.726666667,0.776249051659253
Executive/ Sr. Executive -IT,0.816666667,0.7762484006800521
Civil Engineer,0.85,0.7762472731556862
Network Support Engineer,0.816666667,0.7761582103582798
Mechanical Designer,0.85,0.7761536675592532
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7761527768225506
Database Administrator (DBA),0.716666667,0.7760788668466222
Intern (Generative AI Engineering - 2D/3D Image Generation),0.816666667,0.7760069700926954
Network Support Engineer,0.783333333,0.7759620922183679
Management Trainee - Mechanical,0.85,0.7759600106294894
Machine Learning (ML) Engineer,0.85,0.7759365671970004
Machine Learning (ML) Engineer,0.883333333,0.7758789171416245
Senior Software Engineer,0.85,0.7758683074741384
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.826666667,0.7758618545144357
Machine Learning (ML) Engineer,0.75,0.7758163666199966
Network Support Engineer,0.716666667,0.7758101100738346
"Full Stack Developer (Python,React js)",0.906666667,0.7757749612915045
Machine Learning (ML) Engineer,0.65,0.7757511564840361
Management Trainee - Mechanical,0.816666667,0.7757340442343666
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7757328042573618
Machine Learning (ML) Engineer,0.783333333,0.7757144213470565
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.826666667,0.7757085412475335
Executive/ Sr. Executive -IT,0.85,0.7756952286650901
"Full Stack Developer (Python,React js)",0.85,0.7756761655438636
Data Engineer,0.716666667,0.7756759459460388
Machine Learning (ML) Engineer,0.826666667,0.7756266311069544
Executive - VAT,0.85,0.7756093807881996
Intern (Generative AI Engineering - 2D/3D Image Generation),0.803333333,0.7756019520484201
Mechanical Designer,0.85,0.7755860680461494
"Full Stack Developer (Python,React js)",0.85,0.7755808036397023
"Manager- Human Resource Management (HRM)
",0.783333333,0.7755049550736188
Management Trainee - Mechanical,0.683333333,0.7754994221173043
Senior Software Engineer,0.85,0.7754974969278849
Network Support Engineer,0.783333333,0.7754706365915727
"Full Stack Developer (Python,React js)",0.85,0.7754693139763649
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.493333333,0.7754395722856205
Machine Learning (ML) Engineer,0.85,0.7754220304892834
Senior Software Engineer,0.85,0.7753717219392484
Sr.Officer / Executive - Internal Audit,0.816666667,0.7753506409844816
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.716666667,0.7753381012966675
Network Support Engineer,0.85,0.7751255718237707
AI Engineer,0.783333333,0.7751217547674173
Senior Software Engineer,0.75,0.775111453178798
Project Coordinator (Civil),0.85,0.7750152259789126
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.7749858528012045
Network Support Engineer,0.65,0.7749288361357917
"Manager- Human Resource Management (HRM)
",0.85,0.7749050212950701
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.783333333,0.7749000273120564
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.75,0.7748036552183521
"Full Stack Developer (Python,React js)",0.916666667,0.774794582481867
Senior Software Engineer,0.85,0.7747945161409882
Database Administrator (DBA),0.75,0.7747131375781163
"Full Stack Developer (Python,React js)",0.783333333,0.7747052700643086
Sr.Officer / Executive - Internal Audit,0.85,0.7746360566861442
Asst. Manager/ Manger (Administrative),0.76,0.774605156560431
"Full Stack Developer (Python,React js)",0.85,0.7745312388570358
Executive - VAT,0.716666667,0.7744920782638155
Machine Learning (ML) Engineer,0.85,0.7744861391679556
Mechanical Engineer,0.85,0.7744253443557215
Site Engineer,0.85,0.7744149288770903
Asst. Manager/ Manger (Administrative),0.816666667,0.7743580638252044
Machine Learning (ML) Engineer,0.716666667,0.7743529268976099
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.783333333,0.7743485553545205
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.75,0.7743192009938161
Database Administrator (DBA),0.65,0.7743050108949536
Network Support Engineer,0.85,0.7742969003937129
Network Support Engineer,0.85,0.7742946431250725
Network Support Engineer,0.816666667,0.7742641473520344
Database Administrator (DBA),0.85,0.7742121544598064
Data Engineer,0.85,0.7741899551760681
"Manager- Human Resource Management (HRM)
",0.76,0.7741865530085219
Data Science Engineer,0.75,0.7741560380442856
Executive/ Sr. Executive -IT,0.85,0.7741347727488801
Network Support Engineer,0.85,0.7740860025655184
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.75,0.7740526969893835
Senior iOS Engineer,0.783333333,0.774007625244655
Network Support Engineer,0.85,0.7739643998298016
Network Support Engineer,0.76,0.7738952339730436
Data Science Engineer,0.803333333,0.7738745329817726
Data Engineer,0.816666667,0.7738600836670806
"Manager- Human Resource Management (HRM)
",0.85,0.7737849142171553
Asst. Manager/ Manger (Administrative),0.76,0.7737617301854673
"Full Stack Developer (Python,React js)",0.85,0.7737489657677621
Executive - VAT,0.816666667,0.7737145780346788
Senior Software Engineer,0.75,0.7736485009830429
Senior iOS Engineer,0.85,0.7736357314436928
Machine Learning (ML) Engineer,0.683333333,0.7736263917953139
Business Development Executive,0.85,0.77361761692173
Machine Learning (ML) Engineer,0.75,0.7736076754898242
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7735627286367425
Network Support Engineer,0.76,0.7735535339084035
Senior Software Engineer,0.716666667,0.773543450544468
Machine Learning (ML) Engineer,0.783333333,0.7735279692899297
"Manager- Human Resource Management (HRM)
",0.816666667,0.7735232978488317
Senior Software Engineer,0.85,0.7734905831465062
Asst. Manager/ Manger (Administrative),0.793333333,0.7734331458287544
Network Support Engineer,0.85,0.7734100500434261
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.716666667,0.7733659060887933
Network Support Engineer,0.816666667,0.7733509573725639
Machine Learning (ML) Engineer,0.816666667,0.7733244979561762
"Full Stack Developer (Python,React js)",0.65,0.773319022849899
Asst. Manager/ Manger (Administrative),0.65,0.7733118297354575
Machine Learning (ML) Engineer,0.783333333,0.7733073647009276
Senior Software Engineer,0.716666667,0.7732963831330937
Senior iOS Engineer,0.816666667,0.773253650998909
Senior Software Engineer,0.85,0.7732172418490589
Machine Learning (ML) Engineer,0.783333333,0.7731978298090548
AI Engineer,0.816666667,0.7731525630684031
Machine Learning (ML) Engineer,0.85,0.7731344036623213
Database Administrator (DBA),0.75,0.7730834436362506
Data Engineer,0.816666667,0.7730615874787286
AI Engineer,0.85,0.7730445607523041
Business Development Executive,0.85,0.7729932198145407
Machine Learning (ML) Engineer,0.85,0.7729641027925855
Senior Software Engineer,0.816666667,0.7729537979768315
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.772947644686698
Database Administrator (DBA),0.793333333,0.7729239452765616
Network Support Engineer,0.716666667,0.7729102871571796
"Full Stack Developer (Python,React js)",0.85,0.7728996494841163
Senior iOS Engineer,0.85,0.7728839217374223
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7728583715665887
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.816666667,0.7728208223691464
Management Trainee - Mechanical,0.75,0.7727861693979828
Sr.Officer / Executive - Internal Audit,0.843333333,0.7727235257830296
Asst. Manager/ Manger (Administrative),0.816666667,0.7727232496096628
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.816666667,0.7727079631189683
Senior Software Engineer,0.85,0.772707335143064
Machine Learning (ML) Engineer,0.85,0.7725604213266632
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7725490373176058
Database Administrator (DBA),0.716666667,0.7724853637503599
Senior Software Engineer,0.816666667,0.7724729228233914
HR Officer,0.816666667,0.7724576712341982
Network Support Engineer,0.803333333,0.7724544063902921
Asst. Manager/ Manger (Administrative),0.716666667,0.7724354818674037
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.793333333,0.7723953625800821
DevOps Engineer,0.85,0.7722875819774312
Executive/ Sr. Executive -IT,0.85,0.7722674329429073
Senior Software Engineer,0.816666667,0.7722242412455939
Data Science Engineer,0.85,0.7722136453100694
Marketing Officer,0.85,0.7722062518239268
Data Science Engineer,0.85,0.77217530872567
Intern (Generative AI Engineering - 2D/3D Image Generation),0.816666667,0.7721382653851279
Project Coordinator (Civil),0.803333333,0.7720219093455446
Machine Learning (ML) Engineer,0.78,0.7719569809708443
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.85,0.7719540732734201
Network Support Engineer,0.816666667,0.7718971596674332
Management Trainee - Mechanical,0.816666667,0.7718737966747335
"Manager- Human Resource Management (HRM)
",0.85,0.7718406784050887
Executive/ Sr. Executive -IT,0.783333333,0.771808277942198
Asst. Manager/ Manger (Administrative),0.76,0.7717890928993382
Business Development Executive,0.85,0.7716623695707643
Database Administrator (DBA),0.716666667,0.7716549027806379
AI Engineer,0.76,0.7716350755780712
Network Support Engineer,0.816666667,0.7715603050739503
Database Administrator (DBA),0.676666667,0.7715564191135075
Network Support Engineer,0.65,0.7715340437624406
Data Science Engineer,0.783333333,0.771531892482472
Data Science Engineer,0.85,0.7714978800683535
AI Engineer,0.816666667,0.7714749964341823
Data Science Engineer,0.76,0.771466356422091
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.75,0.7714302589729134
Machine Learning (ML) Engineer,0.816666667,0.7714222700736599
Database Administrator (DBA),0.716666667,0.7713656064202946
Civil Engineer,0.816666667,0.771347674340032
Database Administrator (DBA),0.783333333,0.7712986489015576
Senior iOS Engineer,0.75,0.7711987573724521
Intern (Generative AI Engineering - 2D/3D Image Generation),0.666666667,0.7711878178441419
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.77117383137528
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7711287945577474
Site Engineer,0.85,0.7711253257663927
"Full Stack Developer (Python,React js)",0.85,0.7711149053906199
Asst. Manager/ Manger (Administrative),0.75,0.7711090982362775
Senior Software Engineer,0.85,0.7710887407704523
Machine Learning (ML) Engineer,0.826666667,0.7710714531926111
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.75,0.7710037824126106
Database Administrator (DBA),0.783333333,0.7709999948584351
Database Administrator (DBA),0.816666667,0.7709708220106047
Database Administrator (DBA),0.716666667,0.7709658450541395
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.893333333,0.7709557212487773
Executive/ Sr. Executive -IT,0.76,0.7709292838361786
Machine Learning (ML) Engineer,0.716666667,0.7709281045949603
Senior iOS Engineer,0.65,0.7709228188770249
Mechanical Designer,0.816666667,0.7709108148093999
"Full Stack Developer (Python,React js)",0.85,0.7709075609345988
"Full Stack Developer (Python,React js)",0.783333333,0.7709057269924892
Management Trainee - Mechanical,0.75,0.7708593264116405
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7707433487215243
"Full Stack Developer (Python,React js)",0.85,0.7707415389769178
Senior iOS Engineer,0.716666667,0.7706834694287021
Mechanical Designer,0.803333333,0.7706590839340547
Machine Learning (ML) Engineer,0.85,0.7706208951249816
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.7706048833409216
Senior iOS Engineer,0.85,0.7705979276026711
Network Support Engineer,0.75,0.7705903578302341
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.783333333,0.7705891529111977
Sr.Officer / Executive - Internal Audit,0.85,0.7705761933494909
Data Science Engineer,0.85,0.7705213820536586
Senior iOS Engineer,0.793333333,0.7704985215455805
Intern (Generative AI Engineering - 2D/3D Image Generation),0.816666667,0.7704908688022654
Project Coordinator (Civil),0.75,0.7704813026600407
Network Support Engineer,0.826666667,0.7704472077785806
Data Engineer,0.783333333,0.7704311430460901
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7704060631164095
Management Trainee - Mechanical,0.75,0.7703722667393342
Civil Engineer,0.783333333,0.7703572764130626
Database Administrator (DBA),0.761666667,0.7703118760256046
Intern (Generative AI Engineering - 2D/3D Image Generation),0.65,0.7703057282221154
Management Trainee - Mechanical,0.85,0.7703040403669612
Senior Software Engineer,0.783333333,0.7702162753839387
Database Administrator (DBA),0.716666667,0.7702158481650297
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.85,0.7701837231187632
Intern (Generative AI Engineering - 2D/3D Image Generation),0.726666667,0.7701666613347861
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.826666667,0.7701496608468404
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7701357744693874
Senior iOS Engineer,0.85,0.7700954988682286
Senior Software Engineer,0.85,0.7700953087757402
Business Development Executive,0.85,0.7700604254398897
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.75,0.7699987371503141
Management Trainee - Mechanical,0.85,0.7699949679853778
AI Engineer,0.783333333,0.7699876804057911
Intern (Generative AI Engineering - 2D/3D Image Generation),0.783333333,0.7699810039108482
Senior iOS Engineer,0.85,0.7699776270671878
Mechanical Designer,0.826666667,0.7699451350636383
Management Trainee - Mechanical,0.75,0.7699407629301476
"Manager- Human Resource Management (HRM)
",0.85,0.7699399973774538
Asst. Manager/ Manger (Administrative),0.816666667,0.7699095613159815
Network Support Engineer,0.76,0.7698946325620555
"Full Stack Developer (Python,React js)",0.75,0.7698037553104184
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.826666667,0.7697749825058133
Network Support Engineer,0.85,0.7697729839144482
Network Support Engineer,0.65,0.7697655968120285
Executive/ Sr. Executive -IT,0.75,0.7697215648966889
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7696973976356554
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.783333333,0.7696579938166827
Management Trainee - Mechanical,0.85,0.7696571449728276
Database Administrator (DBA),0.783333333,0.7696404276503515
AI Engineer,0.783333333,0.7696375271898014
Data Science Engineer,0.726666667,0.7695668920618465
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.65,0.7695438516447359
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.85,0.7693842748313855
Network Support Engineer,0.796333333,0.7693637873854913
Data Science Engineer,0.803333333,0.7693583065482287
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.77,0.7692571912405257
Senior iOS Engineer,0.716666667,0.7692359185293851
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.826666667,0.7691686141456654
Data Science Engineer,0.85,0.7691406109535511
Network Support Engineer,0.716666667,0.7691115585941184
Data Science Engineer,0.816666667,0.7690871345180597
"Full Stack Developer (Python,React js)",0.85,0.7690775017911398
Senior iOS Engineer,0.85,0.769035839914797
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.816666667,0.7690236929425853
Network Support Engineer,0.85,0.7690167133234889
Machine Learning (ML) Engineer,0.85,0.7689794649028079
Senior Software Engineer,0.726666667,0.7689562953017065
HR Officer,0.783333333,0.7689290041265198
Executive/ Sr. Executive -IT,0.783333333,0.7688528349627576
"Manager- Human Resource Management (HRM)
",0.85,0.7688149009554274
Machine Learning (ML) Engineer,0.85,0.7687295543417761
Network Support Engineer,0.76,0.7687166518283036
Intern (Generative AI Engineering - 2D/3D Image Generation),0.716666667,0.7686734301945398
DevOps Engineer,0.781666667,0.7686298279565936
Project Coordinator (Civil),0.85,0.768622856820706
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.71,0.7685763123762127
Senior Software Engineer,0.816666667,0.7685684861924926
Management Trainee - Mechanical,0.793333333,0.7685070155607024
Machine Learning (ML) Engineer,0.85,0.7684524793682855
Machine Learning (ML) Engineer,0.683333333,0.7684409532722947
Senior iOS Engineer,0.716666667,0.7684361676667524
Network Support Engineer,0.783333333,0.7684207390498136
Executive/ Sr. Executive -IT,0.783333333,0.7684022832980071
Civil Engineer,0.85,0.7683617473872386
Senior Software Engineer,0.85,0.7683441570228243
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.826666667,0.7682994577216912
"Manager- Human Resource Management (HRM)
",0.85,0.7682840345286632
Asst. Manager/ Manger (Administrative),0.893333333,0.7682544770720215
Machine Learning (ML) Engineer,0.816666667,0.7682082136824437
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.826666667,0.7681523629420323
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.7680872719668655
"Manager- Human Resource Management (HRM)
",0.826666667,0.7680758612992621
Sr.Officer / Executive - Internal Audit,0.826666667,0.7680573713709755
Senior iOS Engineer,0.716666667,0.7680078885611199
Senior Software Engineer,0.75,0.7679719407256164
Management Trainee - Mechanical,0.85,0.7679476128259466
Network Support Engineer,0.783333333,0.7679314718630265
Machine Learning (ML) Engineer,0.75,0.7678832722736927
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.816666667,0.767856683259555
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.74,0.7678350473155721
Management Trainee - Mechanical,0.726666667,0.7678349960656972
"Manager- Human Resource Management (HRM)
",0.783333333,0.7678310731437169
Data Science Engineer,0.85,0.7678245451319843
Network Support Engineer,0.85,0.7678013890424743
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.85,0.7677739677503528
Machine Learning (ML) Engineer,0.81,0.7676960376499624
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.85,0.7676923863067666
Executive/ Sr. Executive -IT,0.85,0.7676530898412288
"Full Stack Developer (Python,React js)",0.85,0.7676126972160879
Asst. Manager/ Manger (Administrative),0.826666667,0.7675908308277944
Senior iOS Engineer,0.85,0.7674907927560832
Sr.Officer / Executive - Internal Audit,0.85,0.767486345577904
Senior Software Engineer,0.816666667,0.7674843095892692
Machine Learning (ML) Engineer,0.716666667,0.7674774428942195
Sr.Officer / Executive - Internal Audit,0.826666667,0.7674759027175548
Senior iOS Engineer,0.783333333,0.7673997223789596
Senior iOS Engineer,0.803333333,0.7673946614794809
AI Engineer,0.75,0.7673343225895739
Intern (Generative AI Engineering - 2D/3D Image Generation),0.75,0.7672980349458844
Network Support Engineer,0.803333333,0.7672833702029825
Asst. Manager/ Manger (Administrative),0.75,0.7672643719200692
Machine Learning (ML) Engineer,0.816666667,0.7671433086650163
Mechanical Engineer,0.716666667,0.7670621150564177
Management Trainee - Mechanical,0.75,0.7670282844823647
Management Trainee - Mechanical,0.783333333,0.7669998758525948
Management Trainee - Mechanical,0.783333333,0.7669949284701226
Senior iOS Engineer,0.85,0.7669863153798577
Senior iOS Engineer,0.75,0.7669836265647881
Senior iOS Engineer,0.85,0.7669780587929039
HR Officer,0.783333333,0.7669588170334927
"Manager- Human Resource Management (HRM)
",0.816666667,0.7669510685418974
Management Trainee - Mechanical,0.716666667,0.7669373346018673
Mechanical Designer,0.85,0.7668827054352664
Intern (Generative AI Engineering - 2D/3D Image Generation),0.783333333,0.76685300473708
Machine Learning (ML) Engineer,0.826666667,0.7668406484503781
Management Trainee - Mechanical,0.783333333,0.7668391929613005
Machine Learning (ML) Engineer,0.683333333,0.7667934625569565
Network Support Engineer,0.75,0.766755983722326
Senior Software Engineer,0.85,0.7667408943324795
Database Administrator (DBA),0.816666667,0.7667020398148623
Network Support Engineer,0.85,0.7666996178052281
Project Coordinator (Civil),0.85,0.7666630713725227
Data Science Engineer,0.77,0.766648833988026
Database Administrator (DBA),0.783333333,0.7666130085675572
AI Engineer,0.85,0.7665139369023957
Executive/ Sr. Executive -IT,0.763,0.766512089643395
Asst. Manager/ Manger (Administrative),0.76,0.7665112893769788
Sr.Officer / Executive - Internal Audit,0.716666667,0.7664722889896605
Mechanical Engineer,0.75,0.7664708747821452
Asst. Manager/ Manger (Administrative),0.783333333,0.7663741335562726
Machine Learning (ML) Engineer,0.85,0.766331144171072
Mechanical Engineer,0.683333333,0.7662751665641512
Project Coordinator (Civil),0.85,0.7662496492897338
Intern (Generative AI Engineering - 2D/3D Image Generation),0.783333333,0.7661940575694967
Senior iOS Engineer,0.816666667,0.7660804702352667
Asst. Manager/ Manger (Administrative),0.75,0.766051735550843
Executive - VAT,0.75,0.7660484998014183
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.816666667,0.7659454835878103
Network Support Engineer,0.816666667,0.7658508054563986
Marketing Officer,0.85,0.7657944266187261
Project Coordinator (Civil),0.85,0.7657925215305723
Executive - VAT,0.793333333,0.7657128289088159
Sr.Officer / Executive - Internal Audit,0.85,0.7657071147330029
Intern (Generative AI Engineering - 2D/3D Image Generation),0.783333333,0.7657024938654416
DevOps Engineer,0.77,0.7656635154114676
Intern (Generative AI Engineering - 2D/3D Image Generation),0.85,0.7656552618674048
Marketing Officer,0.85,0.7656188680244951
Mechanical Engineer,0.826666667,0.7655827181803503
Head of Internal Control & Compliance (ICC) - SEVP/DMD,0.793333333,0.765494716916822
Network Support Engineer,0.826666667,0.7654674315063228
Database Administrator (DBA),0.783333,0.7654538329327409
Intern (Generative AI Engineering - 2D/3D Image Generation),0.75,0.76544487888133
Project Coordinator (Civil),0.783333333,0.7654431204617026
Mechanical Designer,0.793333333,0.7654352948433057
Business Development Executive,0.85,0.7654344373985154
Senior Software Engineer,0.85,0.7654178442076796
Data Science Engineer,0.85,0.7653941765277619
HR Officer,0.75,0.7653850031760444
AI Engineer,0.85,0.7653678849097545
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.716666667,0.7653668196507935
Sr.Officer / Executive - Internal Audit,0.85,0.7652723741482605
Mechanical Engineer,0.75,0.7652571593305849
Network Support Engineer,0.85,0.7652209426919647
"Full Stack Developer (Python,React js)",0.85,0.7651852195087756
Data Science Engineer,0.85,0.7651783195439505
Database Administrator (DBA),0.826666667,0.7651780810012418
Asst. Manager/ Manger (Administrative),0.783333333,0.7650661575456502
Sr.Officer / Executive - Internal Audit,0.783333333,0.7650638618402792
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",0.85,0.7649627958654341
"Full Stack Developer (Python,React js)",0.746666667,0.7649521627529432
Intern (Generative AI Engineering - 2D/3D Image Generation),0.65,0.7649266067851624
Database Administrator (DBA),0.816666667,0.7648668278357152
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",0.743333333,0.7648453142370095
"Full Stack Developer (Python,React js)",0.716666667,0.7647895778120358
